cost,accuracy
0.5597024562166267,0.33306772908366533
0.5164447676055439,0.3354581673306773
0.4809252949964663,0.3434262948207171
0.451265570507562,0.34741035856573704
0.427028281749909,0.34103585657370517
0.4080772605411769,0.3250996015936255
0.3940551783680684,0.3211155378486056
0.3842652776106269,0.32669322709163345
0.37779279780615754,0.3219123505976096
0.3737077779059226,0.29561752988047807
0.3712196617615904,0.30199203187250995
0.3697388869488645,0.29880478087649404
0.36886551916138366,0.29243027888446216
0.36834625265863047,0.28844621513944224
0.3680284281036418,0.2725099601593626
0.3678231778632713,0.2852589641434263
0.3676800315866342,0.2868525896414343
0.3675708299955923,0.2844621513944223
0.3674800682443131,0.2804780876494024
0.3673992833008045,0.28207171314741036
0.3673238968017961,0.2852589641434263
0.3672514330945839,0.2940239043824701
0.36718054777569664,0.29800796812749003
0.3671105181815386,0.300398406374502
0.36704096824900345,0.3051792828685259
0.36697169052243983,0.3083665338645418
0.3669025773918189,0.30916334661354583
0.36683357000055455,0.3083665338645418
0.3667646367357066,0.3099601593625498
0.36669576490354017,0.3115537848605578
0.36662696004917156,0.31235059760956174
0.36655818934020956,0.3139442231075697
0.3664894481332219,0.3155378486055777
0.36642075663409257,0.31633466135458166
0.3663521138003685,0.31633466135458166
0.36628350378511626,0.31633466135458166
0.3662149278463833,0.31713147410358566
0.3661463861220431,0.3179282868525896
0.3660778784823714,0.3187250996015936
0.36600940460103343,0.3195219123505976
0.36594096203499665,0.32270916334661354
0.3658725427667544,0.32350597609561754
0.36580415556675155,0.3258964143426295
0.3657358000370092,0.3258964143426295
0.3656674790573625,0.32669322709163345
0.36559919122107837,0.33067729083665337
0.36553091339511684,0.33067729083665337
0.3654626023816748,0.3314741035856574
0.3653942703886761,0.3322709163346614
0.3653259681431729,0.3346613545816733
0.36525769512772205,0.3354581673306773
0.3651894509705702,0.3362549800796813
0.3651212279493628,0.33705179282868525
0.3650530080822221,0.34103585657370517
0.36498481682564493,0.34183266932270917
0.3649166677545574,0.34183266932270917
0.3648485422895759,0.3434262948207171
0.36478044324441367,0.3434262948207171
0.3647123690869966,0.34741035856573704
0.3646443097750077,0.34820717131474105
0.36457629310420187,0.3450199203187251
0.36450830084397723,0.3466135458167331
0.36444033122712366,0.34820717131474105
0.36437239926022325,0.34820717131474105
0.36430451040279405,0.34820717131474105
0.3642366496016292,0.34820717131474105
0.3641688059230539,0.349003984063745
0.3641009795723111,0.3537848605577689
0.36403317175515215,0.3569721115537849
0.36396538252467897,0.35856573705179284
0.36389761468798365,0.3593625498007968
0.3638298672336532,0.3609561752988048
0.36376214135154844,0.36254980079681276
0.3636944329876328,0.3705179282868526
0.3636267413677251,0.3737051792828685
0.3635590683399212,0.37609561752988047
0.363491416761464,0.3784860557768924
0.3634237887554073,0.3784860557768924
0.363356169541201,0.38725099601593627
0.36328857611106746,0.38725099601593627
0.36322100778510874,0.38645418326693226
0.3631534844814791,0.38645418326693226
0.363085977052737,0.3888446215139442
0.36301849404287756,0.3896414342629482
0.36295102679762126,0.3904382470119522
0.3628835875078284,0.39362549800796814
0.362816189507144,0.3952191235059761
0.3627488061805014,0.3952191235059761
0.3626814376555599,0.3952191235059761
0.3626140813843333,0.3952191235059761
0.3625467306460067,0.39760956175298806
0.3624794040551073,0.399203187250996
0.3624121172626495,0.400796812749004
0.36234484490468266,0.400796812749004
0.36227758206411403,0.40717131474103585
0.3622103251536766,0.4095617529880478
0.36214307978002636,0.4095617529880478
0.36207585306139656,0.4095617529880478
0.362008653216096,0.4095617529880478
0.36194146359784984,0.41115537848605577
0.3618742793936581,0.41752988047808764
0.3618070956383903,0.4199203187250996
0.36173992481410294,0.4199203187250996
0.3616727516390582,0.42231075697211157
0.361605585911718,0.42231075697211157
0.361538429524023,0.42231075697211157
0.3614712795782279,0.42231075697211157
0.3614041369206321,0.4231075697211155
0.3613370011927965,0.4231075697211155
0.36126987203707256,0.4254980079681275
0.3612027490965975,0.42788844621513944
0.3611356320709846,0.42788844621513944
0.36106852211136425,0.42788844621513944
0.36100142514223676,0.43107569721115535
0.3609342930786065,0.4334661354581673
0.3608671729733911,0.4342629482071713
0.36080006339126186,0.4342629482071713
0.3607329575302859,0.43824701195219123
0.36066585482947017,0.4398406374501992
0.36059875405901537,0.447808764940239
0.36053165599049397,0.450199203187251
0.3604645611997478,0.45258964143426295
0.3603974733283613,0.45258964143426295
0.3603303911737752,0.45258964143426295
0.3602633013688859,0.4613545816733068
0.3601962524483997,0.46215139442231074
0.360129228604036,0.46772908366533866
0.3600622033751832,0.46772908366533866
