cost,accuracy
0.5896688269278036,0.3199023199023199
0.5762655584794321,0.3199023199023199
0.5632120159487899,0.3199023199023199
0.5505228311175693,0.3199023199023199
0.5382110334700613,0.3199023199023199
0.5262893577850928,0.3199023199023199
0.5147706387186478,0.3199023199023199
0.5036654791972103,0.3199023199023199
0.49298353330024636,0.3199023199023199
0.48273334247770255,0.3199023199023199
0.47292096129902994,0.3199023199023199
0.4635507851895599,0.3199023199023199
0.45462555067575533,0.3199023199023199
0.44614573329984003,0.3199023199023199
0.43810915901276887,0.3199023199023199
0.4305120779701026,0.3199023199023199
0.423348457726147,0.3199023199023199
0.4166100758813391,0.3199023199023199
0.41028730458109314,0.3199023199023199
0.4043687048795477,0.3199023199023199
0.3988408734538509,0.3199023199023199
0.3936894645397965,0.3199023199023199
0.38889927024944015,0.3199023199023199
0.38445402815729,0.3199023199023199
0.3803369326212546,0.3199023199023199
0.37653080656161686,0.3199023199023199
0.37301821094296717,0.31868131868131866
0.36978179514482024,0.31868131868131866
0.3668043438265894,0.3199023199023199
0.3640690317354005,0.32234432234432236
0.3615593754123015,0.32722832722832723
0.3592593947231051,0.3308913308913309
0.35715381366669813,0.32844932844932845
0.35522813936110026,0.3516483516483517
0.3534684637992972,0.3772893772893773
0.3518617569698552,0.3956043956043956
0.35039568567306123,0.4163614163614164
0.349058721582263,0.3992673992673993
0.3478400881236423,0.3968253968253968
0.346729748162761,0.43345543345543347
0.34571848372457664,0.4627594627594628
0.3447975976662132,0.47741147741147744
0.34395908957257926,0.48595848595848595
0.3431957092286667,0.4932844932844933
0.34250079313030535,0.49694749694749696
0.3418682235204765,0.5006105006105006
0.3412922949813487,0.5054945054945055
0.3407678937404594,0.5067155067155067
0.3402902402972188,0.5079365079365079
0.3398549851070239,0.5091575091575091
0.3394582116069859,0.5115995115995116
0.339096349771935,0.5115995115995116
0.33876615769209834,0.5128205128205128
0.3384647036017264,0.5128205128205128
0.338189296390537,0.5103785103785103
0.3379374088822784,0.5103785103785103
0.33770693169700533,0.5103785103785103
0.3374958699083112,0.5091575091575091
0.3373024004501822,0.5091575091575091
0.33712486933487223,0.5091575091575091
0.33696180333000253,0.5091575091575091
0.3368118826951049,0.5103785103785103
0.3366738827519615,0.5103785103785103
0.3365466738327711,0.5103785103785103
0.3364292567131989,0.5103785103785103
0.33632072343600905,0.5103785103785103
0.33622025507264275,0.5103785103785103
0.33612711039831966,0.5103785103785103
0.3360406193867663,0.5103785103785103
0.33596017668592965,0.5103785103785103
0.3358852295872075,0.5103785103785103
0.33581528367448893,0.5103785103785103
0.33574988451582793,0.5103785103785103
0.3356886239075872,0.5103785103785103
0.33563113207336603,0.5103785103785103
0.33557707397117964,0.5103785103785103
0.33552614595500363,0.5103785103785103
0.3354780727575258,0.5103785103785103
0.3354326099080722,0.5103785103785103
0.3353895334468354,0.5103785103785103
0.33534863027345646,0.5103785103785103
0.3353097140292467,0.5103785103785103
0.3352726150567754,0.5103785103785103
0.3352371815960199,0.5103785103785103
0.33520327258500304,0.5103785103785103
0.3351707655848729,0.5103785103785103
0.3351395414785597,0.5103785103785103
0.33510949853542876,0.5103785103785103
0.3350805346322279,0.5103785103785103
0.3350525629744409,0.5103785103785103
0.3350255054477245,0.5103785103785103
0.33499928747455165,0.5103785103785103
0.3349738428476963,0.5103785103785103
0.33494911113486575,0.5103785103785103
0.3349250375608944,0.5103785103785103
0.33490157116215064,0.5103785103785103
0.3348786657395717,0.5103785103785103
0.3348562790020882,0.5103785103785103
0.33483437234374297,0.5103785103785103
0.33481291058188,0.5103785103785103
0.33479186066847655,0.5103785103785103
0.334771193096279,0.5103785103785103
0.33475088387747926,0.5103785103785103
0.3347309038577675,0.5103785103785103
0.33471122982471685,0.5103785103785103
0.334691840411712,0.5103785103785103
0.33467271677741456,0.5103785103785103
0.3346538411885323,0.5103785103785103
0.3346351955977993,0.5103785103785103
0.33461676465755213,0.5103785103785103
0.3345985350075014,0.5103785103785103
0.33458050183162985,0.5103785103785103
0.334562645837741,0.5103785103785103
0.33454495339067397,0.5103785103785103
0.33452741402496705,0.5103785103785103
0.33451001803840313,0.5103785103785103
0.3344927567759213,0.5103785103785103
0.3344756249366085,0.5103785103785103
0.33445861298308666,0.5103785103785103
0.3344417168892567,0.5103785103785103
0.33442492494748405,0.5103785103785103
0.33440823239602563,0.5103785103785103
0.3343916349999272,0.5103785103785103
0.33437512511293765,0.5103785103785103
0.3343586968405334,0.5103785103785103
0.3343423454719386,0.5103785103785103
