cost,accuracy
0.6223004362037321,0.32112332112332115
0.40864020592280204,0.5103785103785103
0.35192679355859685,0.32722832722832723
0.3483793387692393,0.5103785103785103
0.34734582586611135,0.32844932844932845
0.34790330398373687,0.5103785103785103
0.34649943059264254,0.32967032967032966
0.3469573155635838,0.5103785103785103
0.3457107244101784,0.33943833943833945
0.34616093987158914,0.5103785103785103
0.3450179535761141,0.3516483516483517
0.3454546598374087,0.5103785103785103
0.3443932445059844,0.3601953601953602
0.3448152550063757,0.5103785103785103
0.34382027045766156,0.37362637362637363
0.34422806273427903,0.5103785103785103
0.34328828465619543,0.3907203907203907
0.3436822071244069,0.5103785103785103
0.34278934855409143,0.40415140415140416
0.3431692828958895,0.5103785103785103
0.34231611568502557,0.4249084249084249
0.34268207555145014,0.5103785103785103
0.3418636578782964,0.4432234432234432
0.3422160663608762,0.5103785103785103
0.34142862249310146,0.4627594627594628
0.34176793458191845,0.5103785103785103
0.3410081918328251,0.47985347985347987
0.3413345599307028,0.5103785103785103
0.3405993895249862,0.4993894993894994
0.34091315944040024,0.5103785103785103
0.3402006676767576,0.5103785103785103
0.34050242694310306,0.5103785103785103
0.339810697895439,0.5115995115995116
0.34010061102636724,0.5103785103785103
0.3394283283067208,0.5079365079365079
0.3397068892996296,0.5103785103785103
0.3390525780370907,0.5115995115995116
0.33931996429198646,0.5103785103785103
0.33868233089506006,0.5177045177045178
0.33893905074172304,0.5103785103785103
0.338317549985799,0.5177045177045178
0.3385638664726751,0.5103785103785103
0.337957191198191,0.5201465201465202
0.33819327399331245,0.5103785103785103
0.33760078536705596,0.5299145299145299
0.3378271029967842,0.5103785103785103
0.33724804556395865,0.5274725274725275
0.33746447832640897,0.5103785103785103
0.3368980339531545,0.5238095238095238
0.3371052239582411,0.5103785103785103
0.33655138404326573,0.5238095238095238
0.33674985633524124,0.5103785103785103
0.336208141168859,0.525030525030525
0.33639791888879894,0.5103785103785103
0.3358673814102807,0.5262515262515263
0.3360486367001654,0.5103785103785103
0.33552877178811685,0.5274725274725275
0.33570168767943565,0.5103785103785103
0.3351921215469879,0.5347985347985348
0.3353570097457046,0.5103785103785103
0.3348575170914853,0.5384615384615384
0.335014403270621,0.5103785103785103
0.33452420695965,0.5433455433455433
0.3346732255382401,0.5103785103785103
0.3341922665872554,0.5433455433455433
0.3343336532435712,0.5103785103785103
0.33386139710976764,0.5470085470085471
0.3339954627870329,0.5103785103785103
0.3335315326351244,0.5445665445665445
0.333658269445766,0.5103785103785103
0.33320268101796946,0.5445665445665445
0.3333226371235713,0.5103785103785103
0.3328748611160778,0.5445665445665445
0.33298784216153793,0.5103785103785103
0.3325475719129153,0.5482295482295483
0.3326537650144549,0.5103785103785103
0.3322208051888639,0.5494505494505495
0.3323203331928884,0.5103785103785103
0.3318942574669878,0.5506715506715507
0.3319873754983509,0.5103785103785103
0.33156806049415,0.5518925518925519
0.33165526171264287,0.5103785103785103
0.33124308885363446,0.5518925518925519
0.3313240821144492,0.5103785103785103
0.33091785083390873,0.5543345543345544
0.33099267062116,0.5103785103785103
0.33059270098569515,0.5555555555555556
0.3306615846352511,0.5103785103785103
0.3302674957171072,0.5555555555555556
0.3303308619388048,0.5103785103785103
0.32994289979511326,0.5555555555555556
0.3300004049444087,0.5103785103785103
0.32961791547416575,0.5555555555555556
0.3296699183982747,0.5103785103785103
0.32929282339588556,0.5604395604395604
0.32933911403995836,0.5103785103785103
0.3289669974005269,0.5604395604395604
0.32900814709673065,0.5103785103785103
0.32864130962765525,0.5616605616605617
0.32867731820688,0.5103785103785103
0.32831569151079626,0.5616605616605617
0.3283465624108621,0.5103785103785103
0.32798922018432397,0.5604395604395604
0.32801483215280397,0.5103785103785103
0.32766190151400193,0.5616605616605617
0.3276826962592626,0.5103785103785103
0.3273343284854138,0.5616605616605617
0.32735007626526885,0.5103785103785103
0.3270055371365224,0.5628815628815629
0.3270163322412089,0.5103785103785103
0.32667621891875637,0.5628815628815629
0.3266825567218952,0.5103785103785103
0.32634660851783504,0.5653235653235653
0.3263486398684102,0.5103785103785103
0.32601695982503254,0.5653235653235653
0.3260143037614018,0.5103785103785103
0.325686032223819,0.5665445665445665
